Commet,label
በኢትዮጵያ በተለይ ባለፉት 2 ዓመታት የነበረው ጦርነት እና እዚህም እዚያም የሚያጋጥሙ ግጭቶች ሀገሪቱን ብዙ ዋጋ አስከፍሏታል፡፡ የውጭ ቀጥተኛ ኢንቨስትመንት ደግሞ አንደኛው ተጎጂ ዘርፍ ነው፡፡ 22,ስላቅ አይደለም
እግዝአብሔር ይባርካችሁ ፍቅር ተመግቦ ያደገ ቤተሰብ ይመስላል አልፎ እኛም ደስተኞች ነን ስለ መልካምነታችሁ,ስላቅ አይደለም
አንተ የምትለዉ እስራኤል ከምትለዉ በተለይ ነዉ የምትቀደደዉ በስተ እርጅናህ ላንተ የሚሆን የቤት ድለላ ነዉ,ስላቅ አይደለም
አልቅሰሽ ቢወጣልሽ ይሻልሻል እንዲህ ከምትሰቃይ።,ስላቅ
Ja በቀን አንድ ሺ ግዜ post ማረጉ አልበዛም 🤔,ስላቅ አይደለም
Jawar የአማራ ጠበቃና ተከራካሪ ሆኖ ማየት ከምንም በላይ ደሰ ያሰኛል ግን እውነታው ጃዌ ከልቧ አይደለም 😂,ስላቅ አይደለም
ለምን ይቦቀቦቃል ታማልዳለች ለምን አይልም ከዚህ የበለጠ ውሸት ስዋሹ እንደምውሉ ገና አላለማመዱትም የየየደንበጫ ደብተራዎችን እከተላለሀ ጉድ ሆነ,ስላቅ አይደለም
በጣም ጥሩ,ስላቅ አይደለም
ይህን ድራማ ባልጀምር ጥሩ ነበር እንደሚሞቱ አውቃለሁ ግን ማየት ጀምራለሁ,ስላቅ
ጌታ ይባርክሸ ለሰው ግድ የሚለው አሰተዋይም ብሩክም ነው ለብዙዎች ሼር አረገዋለሁ መልካም 2016,ስላቅ አይደለም
ውሃ ለጠየቁ ሰላማዊ ዜጎች የተሰጠ ምላሽ በጠላት ሀገር ተወረን ጦርነት የገጠሙ ይመስል መንግስት ያስታጠቃቸው ሃይሎች ሰላማዊ ህዝብ እያሸበሩ ነው ወልቂጤ,ስላቅ አይደለም
የሚገርም ነው መመኝት ተፈጥሮዊ ነው ሰይጣናዊ ምኝት ግን ይዞህ ይጠፋል ሁሉተኛው ተደጋፍዎች ከማጥፋት ምናምን ደጋፊው ሄደን መተን ኤርትራን መጠቅለል ለመሆኑ ሓሞቱ አለህ ደሞስ ማን ደገፈ መረጃ መረጃ ማስረጃስ አለህ ትንተናችሁ ሁሉ ማሓረቤን ኣያችሁ ወይ የልጆች እንጭጭ ጨወታ ነው እንደ ኤርትራዊ የ ኢትዮጵያ ጥሩ ነገር እመኝ ነበር አሁን ግን ካገሬ የሚበልጥ የለም እና ኢትዮጵያ ብትፈርስ ግን አይኖረኝም እስከ መች አሁንም መወያየት በሁሉ,ስላቅ አይደለም
አሳፋሪዎች ስንትና ስንት ልማት የሚሰራበት ብር ለነሱ ደሞዝ ይወጣል የማይረቡ,ስላቅ አይደለም
የጅቡቲ እግር ኳስ ክለብን ለማሸነፍ ሀዲያ ሆሣዕና በቂ ነው የበጀት ብልግና የለም!!,ስላቅ
ከፋፍለህ ግዛው ወያኔን እንባ ጠባቂ አላባረረውም! ይህን የ15ኛው ክዘመን መርህ አልባ ኢሰብአዊ ዘረኛን ኢሰመኮ አያነሳውም።,ስላቅ አይደለም
ሀዘኑ ከባድ ነው ግን በየቀኑ በጦርነት ሰበብ የሚያልቀው ህዝብ ያሳዝናል ለማንኛውም ለቤተሰቡ እና አድናቂዎቸ መፅናናት ይሁንላችሁ,ስላቅ አይደለም
"የመሠለኝን ልበል , ስሙን ለግዜው የረሳሁት አንድ ፈላስፋ ምን አለ በዚ አለም እውነት እውነቱን ማወራት በሰዎች እንድትጠላ ያደርግሀል ። እውነት እውነት ስለሆነ ብቻ አይወራም ምክንያቱም ማርን ለሁሉም እንስሳ ብታቀርብላቸው ይጥማቸዋል ወይ። ዲያቆን ዳንኤልም እንደ ኦርቶዶክስ ልጃችን ልንኮራበት የሚገባ ልጃችን ነው የሌላ ቢሆን ኖሮ በቀናንበት ነበር ። ብቻ የዚህ ሀገር የአሁን ችግር አዋቂን በመተቸት የከበርን የሚመስለን በዝተናል። የዲያቆኑ ችግር ተናገር ካላችሁኝ ደረቅ እውነት ማውራት ማብዛቱ ነው። (ይህ የኔ ምልከታ ነው ልክ ልሆንም ላልሆም እችላለሁ ።)",ስላቅ አይደለም
አብዬት መቀበጣጠር የቃላት ፊች /dictioስላቅ አይደለምary / ተርጉሞ መጻፍ /ማሳተም ይህንን ያህል አስደናቅ ነገር ሆነ ለነገሩ የተረት ተረት በማውራት አንደኛ አደለህም😭😭😭😭,ስላቅ
ቆይ ቆይ መና ኮሜንት ታያለሽ ብዬ አሰባለው ልጁ ባለጌ መሆኑን ካወቅሽ በዃላ እናሰማማክ እርዳታው እንዲቀጥልልክ ብሎ ማለት ምን ማለት ነው ሼም ሆን ዩ መና ህዝቡ የሚረዳው ተርፎት አይደለም ሰላሳዘነችው ነው መናና እንቲ ሙሸኪላ ፊ ኣረ ላሽ መና ደና ሰው ትመስይኝ ነበር የባሰብሽ ጭራሽ እባክህ ብላ ትላለች ሆ ጌታዬ,ስላቅ አይደለም
ምንይባላል 1ጊዜ የሜዳ አህያ ተብሏል,ስላቅ
ያሳፍራል የኢትዮጵያ እግርኳስ ተጫዋች አሰልጣኝ እሂ በዘር መሀይሞች የሚሹሙበት ምን ነበር የሚባል አዎ ፌደሬሽን ምናምን ለማለት ሞራን አይኖራችሁም አሳፋሪዎች።,ስላቅ አይደለም
ስጠላት እጭምስጥ ነገር ናት,ስላቅ
የክርስቲያን ደሴት እየተባለ በሀገራችን ኢትዮጵያ በክርስቲያኖች ላይ ስደትና ግድያ እየተበራከተ ነው በጣም ያሳዝናል,ስላቅ አይደለም
ግማሽ ሚሊዬን ህዝብ ብቻ ያላትን ጂቡቲን ካላሸነፈ ኳስ የሚባል ብታቆሙ ይሻላል`,ስላቅ
ከበርጫቸው ላይ ተነስተው ከሚጫወቱ ጋር አቻ....ቱ...ቱ,ስላቅ
"ለሆን ይችላል፦ ነገር ግን ብልፅግና ወደ ስልጣን ከመምጣቱ በፊት የነበረው ገቢ ባለበት ሆነው በተቃራኒ የኑሮ ውድነት ተጨምሯል፣ ለምሳሌ 9056 በወር ሲያገኝ የነወረ መንግስት ሠራተኛ ገቢ ባለበት ሆነው ነገር ግን አሁን ተጨምሮ 10,600 ብር ብቻ ሆኗል፣ የተጨመረለት ገቢ 17% ብቻ ሆኖ የኑሮ ውድነት ከምታሰው በላይ ነው።፣ ለምሳሌ ነዳጅ ከ2010 በፊት 27 ብር አከባቢ ነበር፣ አሁን ግን በቅርቡ በተስተካከለው ተመን 1L 101. ስሆን፣ ንፅፅሩን ስናይ 274%. እና ምን አሰባች⁉️",ስላቅ አይደለም
እኔ ምለው እየቃዣችሁ ነው የምታወሩት ወይንስ ለእኛ አልገባን ብሎ ነው?,ስላቅ አይደለም
የኢትዮጵያ ህዝብ ባለስልጣን ለአንድ ቀን ቢሆን ባለስልጣኑ ለአንድ ቀን የኢትዮጵያ ህዝብ ቢሆን ጥሩ ነበር እነሱ ሚታያቸው እኛ የማትታየን ኢትዮጵያ ብናያት ጥሩ ነበር አሁን ባለንበት ሁኔታ እየተግባባን አይደለም,ስላቅ አይደለም
ጉዞህን ቀጥል ማይ ኮኮብ ጃ ❤️,ስላቅ አይደለም
ከ120 ሚሊዮን ህዝብ 11 ተጫዋች እንደት ይታጣል??,ስላቅ
እውነት ነው ግን?,ስላቅ አይደለም
የእኛ ጠቅላይ ፍርድቤት ደግሞ ምንድነው የሚሰራው🤔,ስላቅ
ይህ መሃይም ነው አብይ አህመድን ሲያማክር የነበረው ወይኔ የራሱ ጥፋት የነበረው ቢሆንም በዚህ ደረጃ የከፋ አልነበረም የወያኔ ጥፋት የዚህ አይነቶችን ፋሺስቶች,ስላቅ አይደለም
ፈጣሪዬ ሆይ😭😭😭😭😭,ስላቅ አይደለም
የት ሀገር ነው?,ስላቅ
ከሴቶች ጋር ካልተጫወተ አያሸንፍም በብር በትጫወቱ ምን አለበት,ስላቅ
√ይህ በአገው አዊ ህዝብ የሚደረግ ድርጊት -በቄስ እይታ ከሆነ ኃጥያት ነው -በፓሊስ እይታ ወንጀል ነው -በዱርዬ እይታ ሿሿ ነው -በትልቅ ሰው እይታ ነውር ነው -በፖለቲከኛ እይታ ኪራይ ሰብሳቢነት ነው በጃውሳ ናፋቂዎች እና በጃውሳው አሰራር እይታ ኖርማል ነው,ስላቅ አይደለም
ሚስማር ፋብሪካ ውስጥ ይሰራ ነበር እንዴ,ስላቅ
በእኛ በኢትዮጵያ የዋጋ ንረት እንጂ ምናልባት ስለ ግለሰብ ሊሆንለት ይችላል።,ስላቅ አይደለም
እኔ ደግሞ እኛሀገር ላይ መስሎኘ ሰፍ ማለቴ,ስላቅ
ሜዳው ካሁን በኃላ በቆሎ ይዘራ ንሮ ውድነት ሊጨረሰን ነው ክብረ ለሰውነት ቢሻው,ስላቅ
ነብያችን(ሰ0ወ) አዲስ ልብስ ሲለብሱ የሚሉ ጥምጣም ኩታ ቀሚስ በማለት ስሙን ከጠሩ በኋላ አላህ ሆይ! ይህን ልብስ አንተነህ ያለበስከኝ ምስጋናም ይድረስህ የሱን መልካም ነገርና የ,ስላቅ
የአመቱ ምርጥ ቀልድ🤣🤣🤣,ስላቅ
አለም ምንያህ ኢፍትሀዊ ዲሞክራሲን የሚያቀነቅኑ የምእራባዊያን ሀገራትም ምንያህል መናፊቅ አታላይና ቀጣፊ ጨካኝና አረመኔ እየሆኑ ነው? የኢራቅ የፊሊስቲን የአፍጋንና የሌሎች ንፁሀን ደም መፍሰስ የሀገራት መፍረስ በቀጥታ ተሳታፊዎች ናቸው አሁን በፍፁም ስለ ፖለስታየን ንፁሀን ደም እዲፈስ ይተባበራሉ ስለገዳይ አረመኔ እስራኤል ያነባሉ,ስላቅ አይደለም
መንፈስ ቅዱስን አየሁት እንደሚሉት የፔንጤዎች አይነት ድራማ😁,ስላቅ
ልክ መዘጋት ኣለበት,ስላቅ አይደለም
ሁሌ ስጋት አይጣሽ ያ ኢስራኢል ድል ለፍልስጤም ኢንሻአላህ,ስላቅ አይደለም
በዚህ ስም ፌዴሬሽኑ ካልበላ በምን ይብላ,ስላቅ
ኧረ በህግ አምላክ...!,ስላቅ
ቆይ ግን ዉሸት የምን መድሀኒት ነው ፋናዎች በርበሬውን ለባለቤቱ ሀላባ መልሱት😂😂😂😂,ስላቅ አይደለም
ቁምሳጥን ነው እንጂማ ይሄ ሰው አይደለም 😜😂,ስላቅ
ዶ/ር አይሰክሱ,ስላቅ
አንድ ቀበሌ ማሸነፍ ያቃተው አፈር ይብላ,ስላቅ
Daስላቅ አይደለምi Bosss አሱ ይብላ ይበርክለት ወደኛ መንጋ እንዳይጠጋ l,ስላቅ አይደለም
በማዕከላዊ ኢትዮጵያ ክልል በሀላባ ዞን የተመረተ በርበሬ ነው በዘጋበው ላይ የተጠቀማችሁት ፎቶ ሌላው እንደ ሀገር አቀፍ የበርበሬ ምርት በስፈት የሚመራተው በማዕከላዊ ኢትዮጵያ ክልል በሀላባ ዞን ብቻ እና ብቻ ነው!! ይሄንን እውነታ ሁሉም ኢትዮጵያዊ ያውቃል!!,ስላቅ አይደለም
የጫት ትረፊ ነንኮ እስፖርት አይሆንልንም አድስ ትውልድ መቅረፅ ያስፋልጋል,ስላቅ
ነፍጠኝነት የክፉ አጋንንት ነዉ የምንለዉ ለዚህ ነዉ። ነፍጠኛ የሰዉን አንገት ቆርጦ ተሸክሞ የሚሄድ በድግምት ሃይል የሚሰራ ስብስብ ነዉ ስንል በምክንያት ነዉ። እንደ አብይ አህመድ,ስላቅ
ጁቡቲ መደንገጥ የለባትም እንደ ጎበዝ ነጋዴ ዜዴ መፍጠር ነው ያለባት 1 ያም ዜዴ ታጁራ ወደብን ኢትዮጵያ እንዲትጠቀምበት በነፃ መልቀቅና ከኢትዮጵያ ጋር ግኑኝነትን ማጥበቅ 2 የወደብ ኪራይ ዋጋ መቀነስ ናቸው ብልጥ ልጅ እያለቀስ ይበላል እንደመሉ አንጀቷ እያረረም በዚህ ሁኔታ መቀጠል ነው ያለባት አማረጭ የላትም ህይወቷ ከኢትዮጵያ የተሳሰረ በመሆኑ የጁቡቲም ሆነ የኤርትራ ወደቦች ኢትዮጵያ ካልተጠቀመች ጠቀሜታቸው እምብዛም በመሆናቸው,ስላቅ አይደለም
ተገላገሉ,ስላቅ አይደለም
አታፍሩም ደግሞ ትዘግባላችሁ,ስላቅ
ኧረ በጣም ነው ደስ ያለኝ ሰይጣን ቤቱ ሲቀመጥ ደስ ይላል ይልቁንስ እንዳይወጣ ተባበሩን።,ስላቅ
የውድቀት ምልክት በእግዚአብሔር ስራ ላይ ገብቶ መፈላሰፍ....በጌታ በኢየሱስ ሰም ቀንበራችሁ ይሰበር ይወገድ ከህዝቤ ላይ።,ስላቅ አይደለም
ዛሬ በጣም የገረመኝ ደረጀ የሚባል የ ዮቲዩብ ጋዜጠኛ የአቶ ታዬ መታሰር ለኛ በጣም ጥሩ ነዉ ብሎ ሲዘግብ እሱ ከልጆቹ ጋር ሆኖ ልጆቹን አቅፎ እያደረ ልጆቹን ትምህርት ቤት እያደረሰ የታየ መታሰር በጣም ጠቃሚ ነዉ ብሎ ሲዘግብ በአይነ ሐሊናው የታየ ልጆች ይታዪት ይሆን አቤት ሕሊናቢስነት መሆን,ስላቅ
ነገር ድንገት በዕራዕይ ምን ታየኝ ሲል እንደነበር እናቃለን በአጠቃላይ የብዙ ሰዎች እጅና፤ በስፋት የኦሮሙማ አቀንቃኞችና በመንግስት አለሁላቹ ባይነት ቤተክርስቲያናችን እዚህ ደርሳለ,ስላቅ አይደለም
ከ ሃንዳን ኣይነት ስግብግብ እናት ይጠብቃቹሁ እስኪ ልጠይቃቹሁ እናት ግን ታዳላለች እኮ ከቤታቹሁ ማን ነው ተወዳጅ ልጂ እቤታችን የኔ ታላቅ ነው ብትሞት ኣሳልፋ ኣትሰጠወም እናቴን እራዳታለሁ ደስ ይለኛል,ስላቅ አይደለም
እውነቱን ለመሸፈን ውሸቱን አመጡ,ስላቅ
"የኢትዮጵያብሔራዊ ችግር
",ስላቅ አይደለም
አጭበርባሪ ልወደድ ባይ ነህ እስኪ መጀመሪያ ያጭበረበርካትን አሁን ከፈታሃት በፊት የነበረችውን ሚስትህን በአደባባይ ይቅርታ ጠይቅ አስመሳይ ነህ,ስላቅ
ወንድሜ እድለኛ ነህ የማይወሰድብህን ትልቁን እድል መርጠሃል ተባረክ ቀሪው ዘመን በእግዚአብሔር ቤት ይለቅ,ስላቅ አይደለም
ቻይና የሰራውን ይስጠት እኛን በቲክቶክ ብዚ አድርገው ለራሳቸው በሥራ ብዝ ሆኖዋል 😂😂👍🖐❤,ስላቅ
ግፍ ነው አቅሜ ብስ ሁላ ባትሳተፉ ይሻላል..,ስላቅ
21 አመት ያገለገላቸውን መከላከያ ሰራዊት ያለ ርህራሄ ያረደው አረመኔው ወያኔ ዛሬ አንገታቸውን ደፍተው ቢኖርም አሁንም የማይታመኑ ናቸው ጀግናው የመከላከያ ሰራዊታችን ግን ወንድምና እህቶቻቸውን ቀብረው በእልህ አገራቸውንና ሕዝባቸውን እያሰከበሩ ይገኛሉ ክብር ይገባቸዋል ክብር ለንጥሩ ወርቅ መሪአችን ክብር ለኢትዮጵያን ወዳድ ሕዝብ ሞት ለጫካው አውሬጄውሳ ሸኔ ፀረ አገሮች,ስላቅ አይደለም
የእኛ ቀበሌ ልጆች ብሔራዊ ቡድን ተብየዉን ቢገጥሙ በብዙ የጎል ልዪነት ነዉ የሚያሸንፉት,ስላቅ
ዉድ እናቴ ኑርልኝ ክፉ አይንካሽ።,ስላቅ አይደለም
ሰበርበአዲስ አበባ ያልታሰበ አስደንጋጭ ጉድ እልቂት ተደግሷል ጌታቸውና ታደሰ ወረደም አአ ናቸው Abel birha via,ስላቅ አይደለም
አይ ፋና እናንተ ስለ ቲክቶክ ታወራላቹ ዛሬ በቤተሰቦቹ ፊት ስለተገደለው ወጣት አውሩ።ፍትህ ለወንድማችን,ስላቅ
መሮጥና ማምለጥ ያዋጣናል:: መጫወት አይመቸንም::,ስላቅ
ብሔራዊ ቡድን አለን እንዴ?,ስላቅ
አትፍረዱ!!! ለምን በዚህ ፕሮግራም ላይ እንደተገኙ አናውቅምና !!!,ስላቅ አይደለም
በጥቅምት ወር በታሪካዊቷ የላሊበላ ከተማ የተከሰተው ምንድን ነው?,ስላቅ አይደለም
"125,000,000 ከ 2,000,000 ጋር አቻ መውጣት ሞት ነው ስለዚህ በእግር ኳስ የሚባክነውን ባጀት ለአትሌትክስ ግንባታ ይዋልልን!
ወጣቶችን እያሰለጠኑ ለሌላ ሀገር እንዲሮጡ ማድረግ እና እራሳቸውን እና ቤተሰባቸው እንዲቀይሩ ማድረግ!",ስላቅ አይደለም
ደጋገማቹት እኮ ደማችን ያልፈላ መስሏቹ ነው እንዴ,ስላቅ
በልጅነታቸው ተሽጠው በቲክቶክ የተገናኙት መንታ እህትማማቾች,ስላቅ
ከፍተኛ የውጭ ጉዳይ ባለሥልጣናት ያሉበት የአሜሪካ ልዑካን ሰኞ አዲስ አበባ ይገባል,ስላቅ አይደለም
የኢትዮጵያ ባንዲራ አረንጓዴ 💚 ቢጫ💛 ቀይ ❤️ትርጓሜም ብትጽፉ ብዙ ግፍ እና ጥላቻ ትቀንሳላቹ።,ስላቅ
አባታችን ጠንካራ የእውነት ሰው ነዎትና በአባትነዎት ኮራንብዎ እናመሰጌንወታለን,ስላቅ አይደለም
ተው አ በና 😂🔥,ስላቅ
ግም ለግም አብረ አዝግም የሆነ life,ስላቅ
ኧረ በጣም ያሳፍራል ተተኪ የሚባል ነገር አይታወቅም እንዴ።ደግሞ አስተውላቹዋል አሰልጣኙ እራሱ አሰልጣኝ ሳይሆን የከባድ መኪና ሹፌር ነው የሚመስለው።,ስላቅ
ሰለ ወቅታዊ ዘገባህ እናመሰግናለን ምነው የኢራን ዘገባ አቋም የሌለው የ71023 የሀማስን ጥቃት ተከትሎ የእስራኤል እግረኛ ጦር ወደ ጋዛ ከገባ እኛም እንቀላቀላለን ብላ ነበር አልሳካላት ሲል ሀማስ የ71023ሲፈፅም ሰለአለማከረን ነው አለች አሁን ደግሞ የራሳችን በቀል ነው አለች ሚገርም ነው,ስላቅ አይደለም
የሱዳን ቀውስ ለኛ ያለው እንድምታ ምንድነው? ከእርስ በርሱ ጦርነት ጀርባ ያለው አጫዋች ማን ነው?,ስላቅ አይደለም
Ethiopia በህዝብ ተጠልተን ልንወድቅ ነው የጠቅላዩ ያልተጠበቀ ንግግርና ማስጠንቀቂያ! via,ስላቅ አይደለም
ፈጣሪ ሆይ 🤔ሆድ ዉጥ ቤት ነው እንዴ የትሰራበት🥹እውነት በጣም ይገርማል,ስላቅ
ያሀላባ በሪበሬ ናዉ😳,ስላቅ አይደለም
በፒዲኤፍ የተሰራ ዶክመንተሪ :-D,ስላቅ
አዲስ የተከፈተው ቅርንጫፍ ነው?,ስላቅ
እሡ አደለ ሀገር ሠላም የነሣብን ይሔ አውሬ በሀይማኖት አይቀረው በብሔር በዘር እያገዳደለ ያለውኮ ራሡ ነው,ስላቅ አይደለም
አሁን ነው ሁሉም ወደ ኢየሱስ መጉረፍ ያለበት,ስላቅ አይደለም
እኔ የተረዳሁት አንባገነኖች ምንም ማድረግ እንደሚችሉ ነው ያሳዝናል !!,ስላቅ
ሰውነት ሴትነትና ጤናማ ማህበረሰብነት ላይ የተደቀነ አስፈሪ አደጋ ?,ስላቅ
“በትግራይ ያንዣበበውን ረሃብ ለመግታት የፌዴራል መንግሥቱ ግዴታውን ሊወጣ ይገባል” - አቶ ጌታቸው ረዳ,ስላቅ አይደለም
የሀላባ በርበሬ,ስላቅ አይደለም
አወ ሀቅ ነው,ስላቅ
ዜናውን የሰራ ጋዜጠኛ ዘይት ስንት ብር ነው የምትገዛው ??,ስላቅ አይደለም
ከፕራንክ ከፍ ወዳለ ፕራንክና ፍራንክ እንኳን አሸጋገረህ። መልካም የጠረባ ዘመን,ስላቅ
አሳፋሪ!!!!,ስላቅ
በዚህ ጉዳይ ላይ እግ/ር ምን ይላል? ከእግ/ር የሰማ አሌ ወይ? የመንግስቱን ብቻ ይሰማል ?????,ስላቅ አይደለም
ኢትዮጵያውያን ወገባችንን አሥረን፣ አንጀታችንን ቋጥረን፣ ሐሞታችንን አምርረን ጠንከር ያሉ ሥራዎችን መሥራት ካልቻልን ያለንበት የድህነት አዘቅት በኛ ዘመን የሚቋጭ ብቻ ሳይሆን ለልጆቻችን የሚሻገር ይሆናል:: በተስማማነው እና ቃል በገባነው::,ስላቅ አይደለም
#ጃዌ አሁንም የሰሜኑ ህዝብ በሙሉ ልብ እንድያምንህ ከፈለግክ?? የሆነ ታአማኒነት ያለው ነገር አድርግ !! ለምሳሌ ብልፅግናዎች የሚመኩበትን ነገር ካለ ጠራርገህ ውሰድባቸው 😊,ስላቅ አይደለም
የብልፅግና ደሴት 👌,ስላቅ
እናንተዬ… ይሄ ሰው ይህን ያክል ያስፈራል እንደ⁉️እኔ ፖለቲካ አይመቸኝም። ከዲኔ አንፃር ጥቅሙ ካመዘነ ብቻ ሃሳቦች የማነሳባቸው አጋጣሚዎች ነበሩ፤ ይኖራሉም።ዛሬ ስለ ፖለቲካ ላወራ ሳይሆን፤ በርካታ በሺዎች የሚቆጠር ነፍጥ ያነገበ ታጣቂ በተለያዩ የሃገሪቱ ክፍሎች ጫካ ገብቶ እየተዋጋ ባለባት ሃገር፤ አንድ ግለሰብ በፌስቡክ ገፁ በዚህ ደረጃ የአንድትን ሃገር ታላላቅ ሚዲያዎችና ታላላቅ ባለስልጣናት ከላይ እስከ ታች በዚህ ደረጃ ማስጨነቁ አግራሞትን አጭሮብኛል።ምን አይነት ሰው ቢሆን ነው በዚህ ደረጃ የሆነ ነገር ባለ ቁጥር የሚያስጨንቃቸው?!የሚገርመው ሌላ የሚተቹበት ቢያጡ፤ በአንድ ወቅት ስለ እስልምና የተናገራትን ነገር ዶክመንተሪ ላይ አቅርበዋታል። በነርሱ ቤት ሙስሊም ያልሆነው ሰው እንዲጠላው ለማድረግ ነው። ንግግሩ ያኔ የድምፃችን ይሰማ ጊዜ ይመስለኛል፤ እስልምና ሲነካ ኦሮሞም እንደተነካ ማሰብ አለበት የሚል ነገር ተናግሮ ነበር መሰል። በሜንጫ ያላትም ነገር ነበረች መሰል። ሁሉንም አቅርበውታል።ኢሬቻ ላይ ወጥሮ የሚያከብር ሰው ባይሆን፤ በዲኑ የሌለ ጠንካራ፣ ከኢሬቻና መሰል በዓላት የራቀ፣ ጺሙን ያሳደገ፣ ሱሪውን ያሳጠረ… ሰው ቢሆንማ ፎቶውን ብቻ ደጋግመው ቀባብተው ዶክመንተሪውን ማድመቂያ ያደርጉት ነበር። በአጭሩ ሙስሊም ሆኖ ኢትዮጵያ ውስጥ ተፅዕኖ ፈጣሪ ፖለቲከኛና ዋና ቁልፍ መሪ መሆን ከባድ ይመስላል። ለማጠልሸት የሄዱበትን ርቀት ሳየው፤ ምን ያክል እንቅልፍ የሚነሳቸው ሰው መሆኑን ነው የተረዳሁት። ለማንኛውም አላህ ሃገራችንን ሰላም ያድርግልን። እርሱንም በዲኑ የበለጠ ጠንካራና ጠቃሚ የበለጠ የሚፈራ ያድርገው። ለካ ብዙዎቹ ከላይ እስከ ታች የሚጠሉት በዲኑ ነው። ስንትና ስንት ያሳለፈ ሰው ሌላ የሚያስተቸው ነገር አጥተው ነው ዘለው ከእምነቱ ጋር በተያያዘ ነገር የሚተቹት?በነገራችን ላይ ተቃዋሚ መኖሩ መሪውን አካል ያነቃቃል፣ ለህዝብም ጥቅም ጥሩ ነው። ተቃዋሚ ከሌለ፤ መሪ ከርሱ ውጭ አማራጭ ያለ ስለማይመስለው ህዝብ ላይ ሊተኛ ይችላል፣ ሃገርም በሚፈለገው ደረጃ እድገቷ ላይፋጠን ይችላል። ተቃዋሚ የጎደሉ ነገሮችን ሲያነሳ፣ መሪ ከትችት ከመዳን እነዚያን ክፍተቶች ለመሙላት ወዶ ባይሆንም ተገዶ ይጥራል።||t.me/MuradTadesse,ስላቅ
በየሱስም,ስላቅ አይደለም
ኡፍፍ ጅሀን አሰልቀሰቀኝ ጌታን ፍቅር ግን ሁሌም ተቃራኒ ነው,ስላቅ
ማየት ማመን ነው ከስክራች ተነስተን እዚህ መድረስ በራሱ የሚገርምና የሚደንቅ ጅግንነትም ጭምር ነው ፈጣሪ ኢተዮጲያንና ህዝቦቾን ይባርክ እናንተም በእውነተኝነትና በቆራጥነት እነደ ከዚን በፊቱ ጅግኖች ሃገራችሁንና ህዝበችሁን የምትጠብቁ ያድርገችሁ ፈጣሪ ክፉውን ሁሉ ይያዝላችሁ እወዳችሆለሁ,ስላቅ አይደለም
የቆራልዮ ስራአስኪያጅ ነበረ እንዴ ግለሰቡ,ስላቅ
እነሱ የተለያየ ግድያ እየተጠቀሙ የቤተክርስትያን አገልጋይ ይገላሉ እኛ እዘግባለን,ስላቅ አይደለም
በሰው የግል ሕይወት መግባት ኋላቀርነት ነው,ስላቅ አይደለም
😅😅 እኛ ሔደ መጣ አይገርመንም ግን በሜዳህ ቆሞ ስለቅዱሳን ክብር ነው የነገረህ !!! 🙄 ስለማታከብሩ😫,ስላቅ
በጣም ያስጨንቃል ቀጣይ ምን ሊሆን ነው 😂,ስላቅ አይደለም
ሮዛ አበራ ወንድ አይደለችም ወይ,ስላቅ
ምነው የዶክተር እስራኤል ጥላሁን ሞት በዝምታ አለፋችሁት ባለስልጣን ስለሆነ ነው ዝምታው ፍርሀቱ እስከመቼ ነው ንፁሀንን እያየን ዥምታ ብልፅግና ገዳይ አስገዳይ የአውሬ ስርአት አራማጅ ነው አዲስ አበቤ አሁኑኑ ካልተነሳህ ዘንዶው በየቤትህ በር ላይ ቆሟል ካልተነሳህ ኦርቶዶክስን እና እውነተኛ ሙስሊምን አጥፍቶ ሉሲፈርን ለማስመለክ ግብረሰዶምን ትውልዱን ለማስበላት ለማርከስ ለጨለማው ስርአት ለመዘረጋት ኦሮሙማ በሚል ሽፋን እየተሰራ ነው እንንቃ,ስላቅ
"ሕጋዊ ሞት በለኛ,,, አንድንድ ጊዜ ስህተትም ስለምከስት ልዩ እገዛ 🫂",ስላቅ
ልክ ሊሆን ይችላል ግን በሚገባን ቋንቋ አስረዱን (ማለቴ አስረዷቸው እኔ ገብቶኛል 🤣🤣),ስላቅ
ውርደት የሚያበቃው መቼ ነው? የወንዶች ብሔራዊ ቡድን የሚባለው ከሐገራችን መሠረዝ አለበት። ጊዜ፣ ገንዘብ ማባከን አና ሁሌም ከመዋረድ በቀር ጥቅም የለውም።,ስላቅ አይደለም
አሁናዊ የአማራ የፖለቲካ መንገድ እና አካሄድ ኢህአፓ በ1960ዎቹ ስያራምደው የነበረው የከተማ ሽብር ግድያ እና ከፍተኛ የሆነ የሚዲያ የጥላቻ ዘመቻ ምኑም ሳይቀየር ተመሳሳይ ነው፡,ስላቅ አይደለም
እባካችሁ ወርቅ ከሆነ ደዉሉልኝ በጣም ተፈላጊ ነው 😂,ስላቅ
እናት ስትደሰት እደማየት ምን ደስታ አለ,ስላቅ አይደለም
የተረት አባት,ስላቅ
ትክክል ብለሀል የናቶችንና የንጹሀንን ደምና እንባ የሚያፈስና የሚያፍስ ግፈኛ ነው,ስላቅ አይደለም
ባለ ልዩ ጣዕም የማረቆ በርበሬ,ስላቅ አይደለም
ዩቲዩብ የቲቢ ጆሽዋ ንብረት የሆነውን የኢማኑኤል ቲቪ ቻናልን ዘጋ,ስላቅ አይደለም
